date,EMA
2013-01-09,2.2656
2013-01-08,2.268
2013-01-07,2.2704
2013-01-04,2.2684
2013-01-03,2.2658
2013-01-02,2.2603
2012-12-31,2.2501
2012-12-28,2.2493
2012-12-27,2.2529
2012-12-26,2.2537
2012-12-24,2.2552
2012-12-21,2.252
2012-12-20,2.2504
2012-12-19,2.2457
2012-12-18,2.2392
2012-12-17,2.2322
2012-12-14,2.2258
2012-12-13,2.2228
2012-12-12,2.2209
2012-12-11,2.2073
2012-12-10,2.192
2012-12-07,2.1802
2012-12-06,2.1699
2012-12-05,2.1604
2012-12-04,2.1512
2012-12-03,2.1398
2012-11-30,2.1221
2012-11-29,2.1081
2012-11-28,2.0936
2012-11-27,2.0808
2012-11-26,2.0742
2012-11-23,2.0661
2012-11-21,2.0581
2012-11-20,2.0468
2012-11-19,2.0307
2012-11-16,2.0135
2012-11-15,2.002
2012-11-14,1.9964
2012-11-13,1.9864
2012-11-12,1.9736
2012-11-09,1.9633
2012-11-08,1.9572
2012-11-07,1.9435
2012-11-06,1.9268
2012-11-05,1.911
2012-11-02,1.8911
2012-11-01,1.8872
2012-10-31,1.8806
2012-10-26,1.8812
2012-10-25,1.8871
2012-10-24,1.8926
2012-10-23,1.8994
2012-10-22,1.9001
2012-10-19,1.9046
2012-10-18,1.9105
2012-10-17,1.9148
2012-10-16,1.9141
2012-10-15,1.9187
2012-10-12,1.9289
2012-10-11,1.9379
2012-10-10,1.9432
2012-10-09,1.9484
2012-10-08,1.9545
2012-10-05,1.9549
2012-10-04,1.958
2012-10-03,1.9578
2012-10-02,1.9582
2012-10-01,1.9552
2012-09-28,1.9564
2012-09-27,1.9569
2012-09-26,1.9629
2012-09-25,1.9763
2012-09-24,1.9902
2012-09-21,1.9846
2012-09-20,1.9828
2012-09-19,1.9747
2012-09-18,1.9646
2012-09-17,1.9515
2012-09-14,1.9286
2012-09-13,1.9183
2012-09-12,1.9134
2012-09-11,1.9163
2012-09-10,1.923
2012-09-07,1.9333
2012-09-06,1.9309
2012-09-05,1.9338
2012-09-04,1.9413
2012-08-31,1.9481
2012-08-30,1.9531
2012-08-29,1.9593
2012-08-28,1.9661
2012-08-27,1.9718
2012-08-24,1.9806
2012-08-23,1.9821
2012-08-22,1.975
2012-08-21,1.9728
2012-08-20,1.9761
